id,p,theta,beta,nphe,ein,eout
211,1.54879,0.356935,1.00105,0,0,0.205035
2212,1.14092,0.312872,0.779556,0,0.0475624,0.0852369
211,3.6936,0.210357,1.0009,35,0.0285191,0.316457
2212,0.886854,0.380276,0.690811,0,0.0967727,0
211,1.48241,0.369114,0.990456,0,0.151522,0.0487984
2212,1.68673,0.35967,0.882287,0,0.127169,0.456306
211,1.89654,0.24128,0.995572,0,0.0243992,0.299474
2212,1.58267,0.243135,0.861965,0,0.134264,0.0735637
2212,1.58923,0.348739,0.775431,0,0.0287022,0.0721447
211,0.547341,0.648939,0.960567,0,0,0
211,0.538949,0.739488,0.968182,0,0,0
211,1.00633,0.665972,0.978115,0,0,0.190661
2212,2.15183,0.158425,0.906562,0,0.0253605,0.221378
2212,1.22927,0.348733,0.865437,0,0.0483864,0.077821
211,0.899977,0.282433,1.00637,0,0.169284,0
2212,1.25383,0.430654,0.793793,0,0.0482948,0.194644
211,0.618448,0.302034,0.993321,0,0.0804303,0
211,0.51667,0.793807,0.970759,0,0,0
2212,0.827802,0.625995,0.649533,0,0,0
211,0.366522,1.65781,0.914149,0,0,0
2212,1.25673,0.643694,0.810833,0,0.0671092,0.070222
211,2.32456,0.18331,0.991806,0,0.0299382,0.0419776
211,0.546426,0.637033,0.968263,0,0,0
2212,2.27817,0.323109,0.90697,0,0.0940261,0.233555
2212,1.50454,0.256662,0.849207,0,0.0596017,0.0665141
211,0.903181,0.725413,0.990492,0,0,0
211,2.15671,0.32706,0.993765,0,0.0220188,0.0642252
211,1.25689,0.37165,0.984833,0,0.0292973,0.0548867
2212,1.16381,0.391963,0.768214,0,0.0623941,0.0616617
2212,1.30083,0.224217,0.815128,0,0.0462348,0.103822
211,0.812543,0.560511,0.811822,0,0.0706798,0
211,0.343023,1.16641,0.927366,0,0,0
2212,0.653239,0.561155,0.564908,0,0.0696269,0
2212,2.09232,0.424173,0.914179,0,0.288762,0.240696
211,0.541085,0.659683,0.97496,0,0,0
211,2.62913,0.226294,0.850154,5,0.197162,0.0704509
211,0.674601,0.810746,0.976963,0,0,0
211,0.578927,1.0038,0.965692,0,0,0
211,2.20722,0.192062,0.981863,0,0,0.0417029
211,0.33753,1.19506,0.939038,0,0,0
211,0.467079,0.704395,0.959152,33,0,0
321,2.82368,0.287209,1.00549,0,0.0311742,0.0428931
211,1.0486,0.195855,0.986969,0,0.049897,0.0709087
211,0.695048,0.654538,0.972523,0,0,0
211,0.970016,0.279255,0.999782,0,0.0239872,0.0645914
2212,0.613565,0.709258,0.554114,0,0,0
211,1.22011,0.319968,0.994073,0,0,0
211,0.575113,1.31958,0.98211,0,0,0
211,0.597238,1.05137,0.966732,0,0,0
211,1.22011,0.198568,0.988781,0,0.0606088,0.199588
211,2.15732,0.436554,0.985344,0,0.233509,0.0721904
211,0.37995,0.744612,0.960877,0,0,0
211,0.78645,0.387936,1.00114,0,0.225772,0.179538
2212,1.19814,0.331099,0.789428,0,0.225772,0.179538
211,0.404211,1.28119,0.947456,0,0,0
2212,1.20684,0.292269,0.780195,0,0.0879835,0.146349
211,1.64569,0.280165,0.984024,0,0.0301213,0.0664683
211,1.21721,0.382686,0.990649,0,0.0588693,0
211,0.954757,0.507669,0.954363,0,0.19382,0.0802014
2212,1.44488,0.44093,0.820502,0,0.0437629,0.0802014
211,1.49615,0.226686,0.999693,0,0.0260929,0.0382239
211,1.64538,0.272066,0.988011,0,0.0612955,0.128176
11,0.418708,0.131472,0.982952,0,0,0
211,0.25391,0.821437,0.886211,0,0,0
211,0.447395,0.5463,0.947319,0,0,0
211,2.30549,0.501991,0.993626,0,0.0316777,0.0509041
211,0.621653,0.976455,0.978495,0,0,0
2212,2.28351,0.220905,0.928212,0,0.0370794,0.150515
321,0.798199,0.26223,0.855325,0,0.0320897,0.0697185
211,0.933394,0.5366,0.984807,0,0.0357977,0.0473793
211,0.996719,0.67082,0.996998,0,0,0
211,0.959487,0.582912,0.981082,49,0.0721904,0
2212,1.13268,0.702863,0.81816,0,0,0
2212,1.03578,0.523856,0.737005,0,0.0530556,0.166583
211,1.11482,0.177209,0.983354,0,0.0281071,0.0528725
2212,1.08568,0.571948,0.75445,0,0.15079,0.125704
2212,0.702525,0.455605,0.596805,0,0.0689403,0
211,1.41939,0.197881,0.991029,0,0.166766,0.0184939
2212,0.930037,0.770202,0.705179,0,0,0
211,1.71572,0.42343,1.00625,0,0,0
211,1.45068,0.488327,1.01212,0,0.0510872,0.052781
2212,0.775311,0.783613,0.644623,0,0,0
211,0.697948,0.820347,0.956247,0,0,0
2212,1.15846,0.208641,0.764845,0,0.0618448,0.107897
321,3.11147,0.225323,0.995189,0,0.0383612,0.297368
211,0.944533,0.383247,1.00059,0,0.0832685,0.132525
2212,1.23217,0.636605,0.799807,0,0.142779,0
211,0.285801,0.540264,0.91032,84,0,0
211,1.10445,0.289964,0.9846,0,0.0250858,0.239185
2212,0.725567,0.671771,0.612004,0,0,0
2212,1.13008,0.453524,0.766595,0,0.0496681,0.101625
211,0.717479,0.770737,0.971624,44,0,0
211,0.49897,0.632202,0.951068,0,0,0
211,1.02541,0.154824,1.00327,0,0.0259556,0.0834974
2212,1.01015,0.408435,0.744837,0,0.105882,0.0675669
211,2.63203,0.360288,0.878264,0,0.377615,0.0403296
211,0.381628,0.891869,0.93865,0,0,0
211,0.298772,0.712193,0.90284,0,0,0
211,0.231022,0.697034,0.855577,0,0,0
2212,1.38262,0.275361,0.815911,0,0.0387732,0.0758526
2212,0.990616,0.423099,0.72052,0,0.0446326,0.137423
211,0.331579,1.18085,0.944421,0,0,0
211,0.504616,0.355262,0.941339,0,0.0281987,0.0544747
2212,1.73739,0.197393,0.868633,0,0.0401465,0.041062
211,0.216526,1.07222,0.832107,0,0,0
211,0.21088,0.518648,0.829467,47,0,0
2212,1.53643,0.361375,0.849173,0,0.0487068,0.0893111
211,1.10903,0.348009,1.00243,0,0.160906,0.0463722
2212,1.13298,0.523772,0.791806,0,0.0481575,0.0889906
211,0.622415,0.679547,0.966934,0,0,0
211,2.62013,0.280202,0.983047,0,0.410941,0.0462348
2212,1.36751,0.304622,0.839134,0,0.0421607,0.0752575
211,0.932937,0.266239,0.97936,0,0.0473335,0.0463264
211,0.852522,0.393798,0.884855,0,0.161456,0.100664
2212,0.949111,0.582069,0.69829,0,0.0586862,0.100664
211,0.563821,0.549559,0.953337,0,0,0
211,2.84398,0.320299,0.983132,21,0.196384,0.0827192
211,1.28618,0.467701,0.996233,0,0.149142,0
2212,1.65347,0.335516,0.871656,0,0.0263218,0.0610208
211,2.13962,0.203393,1.01392,0,0.0376745,0.0419318
321,1.59243,0.29172,0.955414,0,0.0233005,0.13019
211,1.37362,0.437147,1.00757,0,0.0836805,0.245182
211,0.425879,1.13368,0.952458,0,0,0
2212,1.22179,0.420462,0.798149,0,0.0476081,0.075349
211,0.890059,0.607306,0.981179,0,0.0420691,0.122087
211,2.03586,0.343829,0.991816,0,0,0
2212,1.13664,0.255562,0.773423,0,0.0382239,0.19707
211,0.863966,0.691071,1.00491,0,0,0
211,1.39559,0.116853,0.983835,0,0,0.0564431
211,0.276493,0.585996,0.902945,0,0,0
211,2.10025,0.236574,1.00642,0,0.0246281,0.0559854
321,0.989548,0.773585,0.880062,0,0,0
211,0.398108,0.414763,0.942301,24,0,0
211,1.88327,0.275876,1.00896,0,0.0625315,0.488899
211,2.22995,0.524278,1.00152,0,0.0373999,0.0767224
2212,2.91005,0.356063,0.943279,0,0.0313573,0.28043
2212,3.03853,0.161394,0.975049,0,0.217029,0.168368
211,0.511177,0.598207,0.969048,0,0,0
321,1.2372,0.357749,0.940484,0,0.0280613,0.0581369
2212,1.41268,0.192576,0.84751,0,0.0363012,0.0558938
2212,0.84123,0.309535,0.668222,0,0.0703593,0.0352026
211,0.319219,1.11034,0.927256,22,0,0
2212,2.61631,0.154014,0.949032,0,0.0740673,0.338476
321,2.02762,0.31379,0.968369,0,0.0389105,0.0552987
211,0.732891,0.338407,0.984631,0,0.0484779,0.0553902
11,0.369268,0.534599,0.984299,0,0,0
211,1.44396,0.381291,0.992841,0,0.0216983,0.235386
211,0.554665,1.08186,0.976115,0,0,0
211,1.39971,0.58413,1.00913,0,0.100618,0.234974
11,1.30755,0.180647,0.983511,38,0.174594,0.108721
211,1.44549,0.321221,1.00514,0,0.047837,0.0628977
2212,1.31807,0.516404,0.812499,0,0.049897,0.0590524
2212,2.04929,0.204136,0.908495,0,0.0396429,0
211,0.496681,0.902608,0.97147,0,0,0
2212,1.20806,0.602456,0.782075,0,0.139254,0.150744
211,0.530861,0.395703,0.968209,145,0.126848,0
211,0.479591,0.813101,0.959495,0,0,0
211,1.98993,0.375796,0.989416,0,0.315129,0.098558
2212,1.21157,0.550862,0.777471,0,0.1626,0
2212,1.10597,0.422917,0.763971,0,0.0856947,0
211,2.20768,0.297848,0.990912,0,0.385306,0
211,1.96429,0.484745,1.01081,0,0.0556649,0.229892
211,1.58663,0.448937,1.00828,0,0.0246738,0.383474
321,0.775921,0.45435,0.876254,0,0,0.0644541
2212,2.81483,0.388899,0.958497,0,0.277729,0.187778
211,0.340581,0.959115,0.939537,58,0,0
211,0.867018,0.326976,1.00124,0,0.0357061,0.0497139
2212,2.00519,0.41425,0.907731,0,0.116091,0.211215
211,0.260471,1.39538,0.89318,0,0,0
2212,1.33669,0.322757,0.802734,0,0.0301213,0.0779583
211,1.77783,0.336149,0.999269,0,0.0373999,0.140536
211,0.539254,0.422397,0.966314,0,0.0477455,0
2212,2.03479,0.409061,0.910002,0,0.0303502,0.0524147
2212,0.62501,0.137893,0.552654,64,0.146944,0.044358
321,0.554665,0.305897,0.749391,0,0.113573,0
2212,2.00977,0.18078,0.908457,0,0.0294347,0.0460975
211,0.616464,0.804618,0.986194,59,0,0
211,1.7937,0.464575,0.998315,0,0.0440833,0.102861
2212,1.35943,0.364213,0.817111,0,0.0440833,0.102861
2212,1.1104,0.528492,0.771302,0,0.0701762,0.0265049
211,2.79072,0.126262,1.01272,0,0.111284,0.10547
2212,1.42031,0.334946,0.848291,0,0.0411078,0.0687572
211,0.912184,0.707427,0.993208,0,0,0
2212,1.05562,0.240279,0.744875,0,0.0426642,0.133806
2212,1.70825,0.597414,0.871017,0,0.0698558,0.0515908
211,0.866255,1.25013,0.96967,0,0,0
211,1.42306,0.345977,1.00411,0,0.0328222,0.0487068
211,0.905776,0.578704,0.983671,0,0.121859,0.0832227
211,0.729686,0.432825,0.995778,0,0.0214694,0.033463
2212,1.22667,0.487782,0.790297,0,0.0481575,0.272465
211,1.15679,0.512554,0.99203,0,0.0407416,0.0475624
211,0.462196,1.8722,0.970353,0,0,0
211,0.384375,1.21332,0.954287,0,0,0
2212,1.03227,0.310364,0.736321,0,0.0268254,0
211,2.75425,0.259601,1.00484,0,0.0333257,0.660975
211,0.838331,0.424082,0.969572,0,0.152575,0.0131838
2212,0.683604,0.318773,0.597172,0,0.0920577,0
211,0.799268,0.704042,0.951788,0,0,0
211,1.70794,0.208802,0.980149,0,0.0379492,0.0536965
211,0.567025,0.563163,0.958812,0,0,0
2212,1.21889,0.420968,0.813488,0,0.0884871,0.0530556
2212,0.857252,0.412746,0.683035,0,0.0541543,0.104601
2212,1.20958,0.540804,0.789301,0,0.0428016,0.071458
211,0.258488,1.14091,0.890187,0,0,0
211,1.71237,0.184223,1.00004,0,0.216892,0.0925612
2212,2.27497,0.18348,0.913789,0,0.0444495,0.369421
211,0.386969,0.535915,0.945295,0,0,0
2212,1.00649,0.739382,0.724223,0,0,0
321,2.93431,0.271353,0.999895,0,0.0264591,0.0496223
211,0.608988,0.733282,0.97577,0,0,0
211,0.40528,1.1677,0.947929,0,0,0
211,0.787213,0.82075,0.993163,0,0,0
2212,0.927596,0.454103,0.699014,0,0.0652781,0.0723735
211,0.674601,0.772026,0.964829,0,0,0
2212,1.11971,0.296267,0.752258,0,0.195331,0.0404669
321,3.25216,0.17932,0.984734,0,0.0590524,0.416938
2212,1.66217,0.463734,0.900802,0,0.236347,0.0123598
211,2.12451,0.3332,0.9791,0,0.0272831,0.177249
2212,0.760204,0.381568,0.636867,0,0.104646,0
2212,1.4406,0.410518,0.840796,0,0.0260014,0.0687114
211,1.04967,0.484405,1.00562,0,0.206729,0.0329137
2212,1.1603,0.332782,0.787144,0,0.0376287,0.0863355
211,1.98215,0.457206,1.0062,0,0.152987,0.0584573
211,1.01579,0.312091,0.987562,0,0.0281071,0.0430762
211,0.415503,1.38005,0.971122,30,0,0
2212,1.38705,0.790364,0.840382,0,0,0
211,0.582589,0.770991,0.962451,0,0,0
2212,0.898299,0.118427,0.697259,0,0.0607919,0.0687572
2212,1.66735,0.406897,0.868191,0,0.171847,0
211,0.381781,1.25465,0.932423,0,0,0
211,1.19219,0.226648,0.976166,0,0.0256352,0.0534218
211,0.546731,0.271104,0.993881,0,0.0370336,0.0502632
2212,0.95613,0.611181,0.71674,0,0.107668,0
211,0.656291,0.496976,0.984498,46,0,0
211,0.368505,1.30885,0.931863,0,0,0
2212,1.61028,0.429527,0.871536,0,0.109773,0
211,3.48836,0.354231,1.00173,11,0.476951,0.261067
2212,0.912795,0.440852,0.700258,0,0.0680705,0
321,0.674907,0.496715,0.815202,0,0.023209,0.0834516
2212,0.887312,0.457972,0.685902,0,0.0635843,0.0493935
211,0.834974,0.327934,0.969771,0,0.0328222,0.0471046
2212,0.796216,0.881914,0.633123,0,0,0
211,0.734569,0.547564,0.958977,0,0.129686,0
321,1.90265,0.434422,0.959961,0,0.0280613,0.0391852
2212,1.06538,0.370247,0.757116,51,0.0481117,0.132158
211,1.64065,0.30416,0.984785,0,0.0968185,0.0628977
2212,1.72152,0.172257,0.8845,0,0.171893,0.118654
211,0.820783,0.548711,1.09765,0,0.0609293,0.0599222
211,2.14954,0.231828,0.999004,0,0,0.0517281
211,0.450446,0.471759,0.962981,0,0,0
2212,1.01198,0.225144,0.72409,112,0.0564431,0.116365
211,1.60143,0.403835,0.974358,0,0.0246281,0.0542916
211,2.21592,0.216388,0.985126,0,0.0267796,0.0816663
211,0.322881,0.395154,0.924502,0,0,0
2212,2.1268,0.131895,0.912996,69,0.0272831,0.398993
211,0.781567,0.414113,0.99147,0,0.172992,0
211,3.06096,0.281795,1.00917,0,0.232227,0.200458
2212,1.87137,0.355044,0.894291,0,0.0315862,0.0513161
211,2.4831,0.412083,1.00276,0,0.161959,0.322362
2212,1.87137,0.246283,0.886871,0,0,0.0953994
2212,2.04166,0.225268,0.898206,0,0.0392309,0.167452
211,0.306249,0.903003,0.903436,0,0,0
211,1.87106,0.239652,1.0004,0,0.0194095,0.0629892
2212,1.1046,0.48704,0.753601,0,0.0506752,0.108125
211,0.580453,0.840627,0.965542,0,0,0
211,0.379492,0.802197,0.947319,0,0,0
211,1.07149,0.67536,0.991649,0,0,0
211,0.697337,0.630713,0.975212,0,0,0
211,0.247196,0.685947,0.868165,0,0,0
211,0.325322,1.06913,0.926511,0,0,0
211,0.330358,1.0477,0.935116,0,0,0
2212,1.55367,0.43177,0.868635,0,0.0472877,0.0352483
211,0.640269,1.15162,0.96964,0,0,0
211,0.678416,0.302481,0.976333,0,0.0631266,0
2212,0.683604,0.237871,0.577835,0,0.102998,0
321,0.779126,0.135759,0.854124,0,0.0452735,0.167086
2212,1.03792,0.225442,0.764875,0,0.221286,0.142321
2212,0.934615,0.323107,0.697749,0,0,0
211,0.805829,0.500663,0.987647,0,0.0763104,0
2212,0.751507,0.294038,0.618265,51,0.0846876,0
211,0.652171,0.215217,0.973668,0,0.0432593,0.0452735
2212,1.08843,0.14398,0.749468,0,0.0343328,0.130968
2212,1.12337,0.367706,0.766773,0,0.0520027,0.0450446
2212,1.58144,0.46233,0.857807,0,0.0543374,0.181369
211,0.234836,1.83028,0.871107,0,0,0
2212,0.911574,0.545742,0.69137,0,0.0718242,0.0929274
2212,1.79324,0.29522,0.881754,0,0.0981918,0.116732
211,0.538033,0.583579,0.966927,0,0,0
2212,1.30373,0.137229,0.817394,0,0,0
211,2.09461,0.543396,0.999363,0,0.0444953,0.0345159
2212,0.884413,0.288261,0.695042,0,0.0538796,0.0543832
211,2.07797,0.233196,0.990143,0,0.346075,0
2212,2.03403,0.302782,0.897286,0,0.292561,0.195377
2212,0.635081,0.264451,0.563979,0,0,0
211,0.27512,1.3354,0.876983,0,0,0
211,0.698558,0.38869,0.991006,29,0.041474,0.0556649
2212,1.27825,0.545511,0.802446,0,0.0403754,0.0580453
211,0.846876,1.06477,0.985137,0,0,0
2212,1.40063,0.313896,0.82559,0,0.0335088,0.0629892
211,0.916609,0.165332,0.985704,0,0.0348821,0.0572671
211,0.464332,0.501685,0.963765,0,0,0
211,0.315099,1.03141,0.924222,33,0,0
321,1.48241,0.272024,0.937655,0,0.0222934,0.0487984
2212,0.615702,0.235199,0.551793,0,0.0527352,0
211,0.491493,0.674916,0.948268,0,0,0
2212,4.33204,0.246172,0.978368,0,0.0235752,0.0472419
2212,1.77691,0.396763,0.877139,0,0.0363928,0
211,2.46525,0.204147,1.00988,0,0,0.30277
211,0.298619,0.832236,0.90628,0,0,0
211,0.574807,0.63859,0.972086,0,0,0
211,1.34722,0.40572,1.01574,0,0.0744335,0.0966812
211,2.32731,0.129447,1.004,0,0.0784619,0.0496223
2212,1.45281,0.581187,0.8311,0,0.0357977,0.0529641
211,0.754559,0.426963,0.974229,0,0.0286107,0.124376
211,0.695201,0.286156,0.990461,0,0.0759442,0.0788281
211,2.69169,0.239603,0.986461,16,0,0.0497139
2212,2.29862,0.426345,0.934837,0,0.0242161,0.138064
211,2.05707,0.227734,1.0065,0,0.0229343,0.419043
211,0.662089,0.633076,0.997564,0,0,0
2212,1.32006,0.692988,0.816885,0,0.125521,0
211,1.02907,0.387402,0.980922,0,0,0.0557107
211,0.532082,0.682016,0.997957,0,0,0
211,0.278935,1.36797,0.899148,0,0,0
211,0.639048,0.750518,0.961528,0,0,0
2212,1.9147,0.383417,0.906598,0,0.14493,0.117052
2212,1.02403,0.556023,0.734262,0,0.0540627,0.137652
2212,0.897841,0.470419,0.697926,0,0.0677501,0.0632181
211,0.546273,0.530165,0.981983,58,0,0
211,0.245365,1.99716,0.86523,0,0,0
211,0.305486,0.812974,0.899907,0,0,0
2212,1.07225,0.575988,0.754156,0,0.0976883,0.152071
2212,1.05913,0.327713,0.753518,0,0.0641337,0.126757
2212,1.18334,0.676781,0.783355,0,0.0583658,0
211,0.968185,0.373777,0.988581,0,0.0309453,0.0525521
2212,1.08705,0.581454,0.769764,0,0.10602,0
211,0.513619,0.450205,0.976851,0,0,0
2212,0.70161,0.650064,0.607527,0,0,0
211,0.656443,0.610395,0.974249,0,0,0
321,2.40299,0.157969,0.983405,0,0.0346075,0.337743
211,1.71267,0.293189,0.973473,0,0.0353857,0.0432136
211,2.32654,0.311925,0.960851,0,0.0768139,0
2212,1.59899,0.296822,0.86281,0,0.0265049,0.0636301
211,2.04898,0.377603,1.01082,0,0.204898,0.135958
2212,1.07149,0.33239,0.74571,0,0.0661021,0
2212,1.20287,0.192076,0.781887,0,0.130556,0.0898604
211,2.48035,0.270537,0.998097,0,0.0308537,0.0568093
2212,2.81407,0.187405,0.948447,0,0,0
211,0.964065,0.534877,1.0109,0,0.0566262,0
211,1.26101,0.244904,0.979503,0,0.0344244,0.0505837
211,0.738689,0.388274,0.983313,0,0.0427558,0
2212,2.18082,0.1493,0.9208,0,0.259144,0.155779
211,0.615702,0.542518,0.991609,10,0,0
211,0.265507,1.33565,0.879783,0,0,0
211,0.24567,1.06562,0.890133,0,0,0
2212,2.18631,0.148602,0.906627,0,0.0367132,0.0556649
211,1.46578,0.285695,1.00572,0,0.163241,0.10515
2212,0.880446,0.393407,0.691414,0,0.103182,0.0645457
211,3.15938,0.180354,0.980597,14,0.0559396,0.425315
2212,0.752575,0.135133,0.627443,0,0.0512703,0
211,0.982528,0.573552,0.9874,0,0.0603342,0
211,0.286259,0.903501,0.895741,0,0,0
211,0.435187,0.74808,0.950573,121,0,0
211,0.299229,1.043,0.897551,33,0,0
211,1.85992,0.246149,1.01025,9,0.0711376,0.324102
211,2.40803,0.180659,0.99508,0,0,0.0423896
2212,1.78637,0.252216,0.881057,0,0,0.295766
2212,1.49615,0.374025,0.837616,0,0.0351568,0.06981
211,0.353857,0.856249,0.937351,24,0,0
211,0.715343,0.43082,0.964683,0,0.0249027,0.0614786
2212,1.22026,0.213278,0.788297,0,0.0341039,0
211,0.254673,0.818331,0.871686,0,0,0
2212,1.25338,0.22023,0.794648,0,0.0388647,0.0834974
211,0.850233,0.451755,0.961807,0,0.219501,0
2212,2.84581,0.253246,0.954659,0,0.0425727,0.292699
211,1.67041,0.326014,0.968642,0,0.0373999,0.497002
2212,0.798199,0.608308,0.637169,0,0,0
211,1.05272,0.75486,0.990974,0,0,0
211,3.59594,0.141671,0.990552,0,0.0731975,0.469673
211,0.702068,0.810853,0.962557,0,0,0
211,0.27512,1.17095,0.919074,105,0,0
211,0.41352,1.13792,0.958267,0,0,0
2212,1.02098,0.355379,0.728754,0,0.0605173,0.102724
211,0.476387,0.796892,0.959503,0,0,0
211,0.835584,0.579283,0.976436,0,0.0479744,0.0463722
2212,2.10941,0.267107,0.913422,0,0.0354772,0.311421
2212,3.81369,0.226495,0.954504,0,0.0346532,0.255161
211,0.686809,0.473748,0.989999,0,0.0343786,0.0453651
211,0.514992,0.559542,0.968925,0,0,0
211,1.32998,0.343003,0.996937,0,0.288304,0
211,0.317693,0.504537,0.895545,0,0,0
2212,1.84634,0.604668,0.888236,0,0.042298,0.141909
211,0.692149,0.338839,0.985389,0,0,0
211,0.226596,0.955786,0.844025,0,0,0
211,0.760204,0.610512,0.976941,0,0,0
2212,1.2842,0.461932,0.807308,0,0.0481575,0.240513
211,0.728313,1.25523,0.973425,0,0,0
211,0.334783,1.12392,0.925868,0,0,0
2212,2.75639,0.304824,0.946111,0,0.0340581,0.0457313
211,2.28046,0.238054,1.01109,0,0.0353857,0.455253
321,2.12131,0.31268,0.97282,0,0.217716,0.378988
2212,1.33165,0.44796,0.825059,0,0.0347906,0.072282
2212,1.31792,0.385189,0.816005,0,0.0596475,0.31165
211,1.18151,0.789605,0.981645,0,0,0
211,3.31212,0.230513,0.999525,0,0.0317235,0
2212,1.02831,0.468737,0.737106,0,0.22797,0
211,0.347753,0.625562,0.936394,0,0,0
211,0.337224,0.859728,0.925884,0,0,0
211,0.666972,0.525486,0.992612,0,0,0
2212,0.804913,0.234462,0.657519,0,0.125658,0
211,1.33104,0.23147,1.01143,0,0.110643,0.0834058
211,3.2871,0.180339,0.983014,24,0.0879377,0.414603
211,0.331731,0.892869,0.923452,0,0,0
2212,3.49004,0.26463,0.948232,0,0.192218,0.152895
211,1.68246,0.413624,0.994062,0,0.0298924,0.0560769
11,0.619364,0.622718,0.999833,0,0,0
211,1.04005,0.370395,0.986121,0,0.0429389,0.0528267
2212,1.0956,0.398398,0.748112,0,0.0416571,0.110231
211,0.950332,0.41347,0.996082,0,0.0250401,0.0541085
211,0.697337,0.289674,0.991773,0,0.0576333,0.0766766
2212,0.666667,0.407497,0.57499,0,0.0577249,0
211,1.10338,0.893328,0.982721,0,0,0
2212,1.15938,0.374045,0.782442,0,0.140993,0.0752117
211,2.87831,0.151045,0.998591,10,0.0370794,0.41117
211,1.75021,0.324536,1.01125,0,0.02916,0.0497139
2212,1.6553,0.434604,0.857694,0,0.0347448,0.0543374
211,1.77386,0.47197,1.00356,0,0.0394598,0.0705425
2212,1.22255,0.307722,0.792653,0,0.097322,0.117281
2212,1.15602,0.182471,0.770215,0,0.217121,0.150835
211,1.08431,0.177719,0.984745,0,0.230671,0
2212,0.720378,0.704488,0.608156,0,0,0
211,1.47692,0.376042,0.992063,0,0.0302586,0.0571756
211,0.812238,0.261425,0.987482,0,0.0195468,0
2212,2.37339,0.203913,0.992108,38,0.138659,0.0640421
211,0.326238,0.332268,0.915035,0,0,0
2212,1.52087,0.340704,0.847011,0,0.036759,0
211,1.96048,0.468254,0.976621,0,0,0.219043
211,1.4844,0.49183,0.921107,0,0.141268,0
211,0.471046,1.62553,0.954842,0,0,0
211,1.2781,0.130351,0.919354,0,0.151705,0
211,2.72007,0.301822,0.829641,0,0.159487,0.097734
2212,1.32143,0.191651,0.825363,0,0.0661936,0.309819
2212,1.03014,0.234962,0.741435,0,0.0587778,0.0897688
211,0.397345,0.995057,0.932704,0,0,0
211,0.6804,1.03085,0.969134,0,0,0
2212,1.0016,0.361084,0.735537,0,0.0593729,0.107851
211,0.357824,0.692126,0.927861,8,0,0
2212,2.45502,0.213413,0.930683,0,0.258778,0.0823987
2212,1.0808,0.292139,0.754999,0,0.0405585,0.103639
211,1.49752,0.340617,0.98915,0,0,0.119982
2212,1.43206,0.426245,0.836387,0,0.0449531,0.0717784
211,0.324865,1.00198,0.902505,8,0,0
211,0.294347,0.414941,1.04888,75,0,0
2212,1.08995,0.301008,0.778086,0,0.048249,0.101854
211,1.67102,0.192998,0.99924,0,0.197391,0.0420691
211,0.224308,0.401081,0.850796,22,0,0
211,0.578775,0.788108,0.979194,0,0,0
2212,2.2504,0.575206,0.922412,0,0.0383154,0.0540627
211,0.744793,0.862855,0.985085,0,0,0
2212,0.724498,0.411467,0.605474,0,0.124834,0
2212,1.04067,0.366478,0.74602,0,0.0546578,0.118288
2212,1.04112,0.669465,0.739071,0,0,0
2212,1.49828,0.230282,0.832757,0,0.198856,0.247013
2212,0.983291,0.48376,0.726212,0,0.0612955,0.0820325
211,0.291905,0.704007,0.888031,0,0,0
2212,0.762188,0.455163,0.628061,63,0.126528,0.0695354
211,0.871595,0.478024,0.994647,0,0.0502174,0
2212,0.818036,0.752725,0.655506,116,0,0
11,1.07439,0.256281,1.01121,116,0.183749,0.0674296
2212,1.71221,0.362025,0.868092,0,0.0387274,0.115724
211,0.529946,0.369678,0.976454,0,0.0573129,0.0362097
2212,2.19226,0.405266,0.928461,0,0.168597,0.0521401
2212,2.36606,0.259558,0.951211,0,0.0292515,0.271138
321,2.75883,0.446421,0.977479,0,0.247242,0.358022
2212,1.33104,0.415475,0.819089,0,0.0330053,0.0781872
211,1.74334,0.217239,1.00794,0,0.313756,0.129274
211,0.876783,0.403206,0.984395,0,0.0325475,0.0465095
2212,1.07698,0.715652,0.758578,0,0,0
211,0.394141,1.18032,0.945583,0,0,0
211,0.717021,0.427336,0.963037,0,0.034699,0.126665
211,0.965896,0.595569,0.990524,0,0.0297093,0.0745708
321,2.67842,0.349767,0.995692,47,0.343786,0.0843671
2212,0.822156,0.412165,0.669845,0,0.0791028,0.0445869
211,0.398413,0.958565,0.933803,0,0,0
211,0.263218,1.63822,0.880093,0,0,0
211,0.843214,0.829815,0.990608,0,0,0
2212,1.76959,0.248606,0.880831,0,0.0315862,0.252232
211,0.359808,0.892974,0.941421,0,0,0
2212,0.95079,0.458133,0.713009,0,0.104234,0
2212,2.48524,0.325644,0.921647,0,0.0400549,0.0463264
211,2.35813,0.252687,0.991525,0,0.277638,0
2212,0.94667,0.456562,0.706925,0,0.126024,0
211,0.45716,1.40282,0.983871,0,0,0
2212,0.69688,0.501494,0.605129,108,0.0628977,0
211,2.49119,0.141834,1.00214,0,0.0357061,0.269078
2212,1.64004,0.182963,0.868523,0,0,0.31632
211,1.43023,0.183134,0.987488,0,0.0527352,0.0259098
211,1.26146,0.405585,0.98753,0,0.0314031,0.155688
211,1.39284,0.171504,0.981983,0,0.0411078,0.146029
211,1.97406,0.268803,0.985922,0,0,0.0682078
2212,0.66392,0.204395,0.582518,0,0.0733349,0
211,0.272374,0.812258,0.890243,0,0,0
2212,1.19005,0.216568,0.791532,0,0.0417945,0.0818494
211,0.460517,1.35727,0.940687,0,0,0
211,1.80316,0.215118,0.985511,0,0,0.0514534
